00AM0Sun	5219
00AM1Mon	2692
00AM2Tue	3027
00AM3Wed	2478
00AM4Thu	2785
00AM5Fri	3031
00AM6Sat	4337
01AM0Sun	4490
01AM1Mon	2021
01AM2Tue	2393
01AM3Wed	2137
01AM4Thu	2058
01AM5Fri	2329
01AM6Sat	3657
02AM0Sun	3489
02AM1Mon	1534
02AM2Tue	1811
02AM3Wed	1597
02AM4Thu	1770
02AM5Fri	1972
02AM6Sat	3098
03AM0Sun	3305
03AM1Mon	1427
03AM2Tue	1509
03AM3Wed	1457
03AM4Thu	1616
03AM5Fri	1624
03AM6Sat	2673
04AM0Sun	2459
04AM1Mon	1231
04AM2Tue	1368
04AM3Wed	1321
04AM4Thu	1377
04AM5Fri	1475
04AM6Sat	2275
05AM0Sun	1840
05AM1Mon	1515
05AM2Tue	1441
05AM3Wed	1319
05AM4Thu	1493
05AM5Fri	1580
05AM6Sat	1772
06AM0Sun	1702
06AM1Mon	2163
06AM2Tue	2156
06AM3Wed	2232
06AM4Thu	2179
06AM5Fri	2225
06AM6Sat	1657
07AM0Sun	1794
07AM1Mon	3259
07AM2Tue	3464
07AM3Wed	3215
07AM4Thu	3437
07AM5Fri	3180
07AM6Sat	2107
08AM0Sun	2492
08AM1Mon	3517
08AM2Tue	3886
08AM3Wed	3650
08AM4Thu	3770
08AM5Fri	3643
08AM6Sat	2942
09AM0Sun	3452
09AM1Mon	3911
09AM2Tue	3782
09AM3Wed	3617
09AM4Thu	3679
09AM5Fri	3878
09AM6Sat	4004
10AM0Sun	4413
10AM1Mon	4309
10AM2Tue	4385
10AM3Wed	4012
10AM4Thu	4100
10AM5Fri	4195
10AM6Sat	4974
11AM0Sun	5091
11AM1Mon	5106
11AM2Tue	4884
11AM3Wed	4888
11AM4Thu	4679
11AM5Fri	5240
11AM6Sat	5974
12PM0Sun	5816
12PM1Mon	5256
12PM2Tue	5180
12PM3Wed	4933
12PM4Thu	5074
12PM5Fri	5501
12PM6Sat	6396
13PM0Sun	6339
13PM1Mon	5482
13PM2Tue	5635
13PM3Wed	5293
13PM4Thu	5113
13PM5Fri	6016
13PM6Sat	6561
14PM0Sun	9495
14PM1Mon	5803
14PM2Tue	5923
14PM3Wed	5609
14PM4Thu	5408
14PM5Fri	6122
14PM6Sat	6864
15PM0Sun	7632
15PM1Mon	6685
15PM2Tue	6738
15PM3Wed	6787
15PM4Thu	6659
15PM5Fri	7380
15PM6Sat	7013
16PM0Sun	7619
16PM1Mon	7252
16PM2Tue	7422
16PM3Wed	7024
16PM4Thu	7061
16PM5Fri	7979
16PM6Sat	6972
17PM0Sun	7327
17PM1Mon	7703
17PM2Tue	8172
17PM3Wed	7336
17PM4Thu	7376
17PM5Fri	8460
17PM6Sat	7007
18PM0Sun	7388
18PM1Mon	8074
18PM2Tue	7714
18PM3Wed	7363
18PM4Thu	7633
18PM5Fri	8305
18PM6Sat	7578
19PM0Sun	7041
19PM1Mon	7031
19PM2Tue	6961
19PM3Wed	6519
19PM4Thu	6869
19PM5Fri	7520
19PM6Sat	7297
20PM0Sun	6396
20PM1Mon	6283
20PM2Tue	6354
20PM3Wed	6177
20PM4Thu	6151
20PM5Fri	7015
20PM6Sat	6823
21PM0Sun	5451
21PM1Mon	5645
21PM2Tue	5459
21PM3Wed	5515
21PM4Thu	6223
21PM5Fri	6372
21PM6Sat	6597
22PM0Sun	4711
22PM1Mon	4692
22PM2Tue	4581
22PM3Wed	4537
22PM4Thu	5285
22PM5Fri	5922
22PM6Sat	6199
23PM0Sun	3433
23PM1Mon	4022
23PM2Tue	3884
23PM3Wed	3587
23PM4Thu	3843
23PM5Fri	5101
23PM6Sat	5694
